0: AIKEN; original id: 52
1319: Washington, Craig A. [TX-18]; original id: 29145
1320: Orton, Bill [UT-3]; original id: 29146
1321: Sanders, Bernard [VT-98]; original id: 29147
1322: Allen, George [VA-7]; original id: 29148
1323: Moran, James P. [VA-8]; original id: 29149
1324: Klug, Scott L. [WI-2]; original id: 29150
1325: Everett, Terry [AL-2]; original id: 29300
1326: Bachus, Spencer [AL-6]; original id: 29301
1327: Hilliard, Earl F. [AL-7]; original id: 29302
1328: Coppersmith, Sam [AZ-1]; original id: 29303
1329: English, Karan [AZ-6]; original id: 29304
1330: Lambert, Blanche M. [AR-1]; original id: 29305
1331: Hutchinson, Tim [AR-3]; original id: 29306
1332: Dickey, Jay [AR-4]; original id: 29307
1333: Hamburg, Dan [CA-1]; original id: 29308
1334: Woolsey, Lynn C. [CA-6]; original id: 29309
1335: Baker, Richard H. [LA-6]; original id: 29310
1336: Pombo, Richard W. [CA-11]; original id: 29311
1337: Eshoo, Anna G. [CA-14]; original id: 29312
1338: Farr, Sam [CA-17]; original id: 29313
1339: Huffington, Michael [CA-22]; original id: 29314
1340: McKeon, Howard P. (Buck) [CA-25]; original id: 29315
1341: Becerra, Xavier [CA-30]; original id: 29316
1342: Roybal-Allard, Lucille [CA-33]; original id: 29317
1343: Harman, Jane [CA-36]; original id: 29318
1344: Tucker, Walter R., III [CA-37]; original id: 29319
1345: Horn, Stephen [CA-38]; original id: 29320
1346: Royce, Edward R. [CA-39]; original id: 29321
1347: Kim, Jay [CA-41]; original id: 29322
1348: Calvert, Ken [CA-43]; original id: 29323
1349: Schenk, Lynn [CA-49]; original id: 29324
1350: Filner, Bob [CA-50]; original id: 29325
1351: McInnis, Scott [CO-3]; original id: 29326
1352: Castle, Michael N. [DE-98]; original id: 29327
1353: Brown, Henry E., Jr. [SC-1]; original id: 29328
1354: Fowler, Tillie [FL-4]; original id: 29329
1355: Thurman, Karen L. [FL-5]; original id: 29330
1356: Mica, John L. [FL-7]; original id: 29331
1357: Canady, Charles T. [FL-12]; original id: 29332
1358: Miller, Dan [FL-13]; original id: 29333
1359: Meek, Kendrick B. [FL-17]; original id: 29334
1360: Deutsch, Peter [FL-20]; original id: 29335
1361: Diaz-Balart, Lincoln [FL-21]; original id: 29336
1362: Hastings, Alcee L. [FL-23]; original id: 29337
1363: Kingston, Jack [GA-1]; original id: 29338
1364: Bishop, Sanford D., Jr. [GA-2]; original id: 29339
1365: Collins, Barbara-Rose [MI-15]; original id: 29340
1366: Linder, John [GA-11]; original id: 29341
1367: Deal, Nathan [GA-9]; original id: 29342
1368: Johnson, Don [GA-10]; original id: 29343
1369: McKinney, Cynthia A. [GA-11]; original id: 29344
1370: Crapo, Michael D. [ID-2]; original id: 29345
1371: Rush, Bobby L. [IL-1]; original id: 29346
1372: Reynolds, Mel [IL-2]; original id: 29347
1373: Gutierrez, Luis V. [IL-4]; original id: 29348
1374: Manzullo, Donald A. [IL-16]; original id: 29349
1375: Buyer, Stephen E. [IN-5]; original id: 29350
1376: Barlow, Tom [KY-1]; original id: 29351
1377: Lewis, Jerry [CA-40]; original id: 29352
1378: Baesler, Scotty [KY-6]; original id: 29353
1379: Fields, Cleo [LA-4]; original id: 29354
1380: Wynn, Albert Russell [MD-4]; original id: 29355
1381: Bartlett, Roscoe G. [MD-6]; original id: 29356
1382: Blute, Peter I. [MA-3]; original id: 29357
1383: Meehan, Martin T. [MA-5]; original id: 29358
1384: Torkildsen, Peter G. [MA-6]; original id: 29359
1385: Stupak, Bart [MI-1]; original id: 29360
1386: Hoekstra, Peter [MI-2]; original id: 29361
1387: Ehlers, Vernon J. [MI-3]; original id: 29362
1388: Barcia, James A. [MI-5]; original id: 29363
1389: Smith, Nick [MI-7]; original id: 29364
1390: Knollenberg, Joe [MI-11]; original id: 29365
1391: Minge, David [MN-2]; original id: 29366
1392: Grams, Rod [MN-6]; original id: 29367
1393: Thompson, Bennie G. [MS-2]; original id: 29368
1394: Talent, Jim [MO-2]; original id: 29369
1395: Danner, Pat [MO-6]; original id: 29370
1396: Franks, Bob [NJ-7]; original id: 29371
1397: Kline, Herbert C. [NJ-8]; original id: 29372
1398: Menendez, Robert [NJ-13]; original id: 29373
1399: Lazio, Rick [NY-2]; original id: 29374
1400: King, Peter T. [NY-3]; original id: 29375
1401: Levy, David A. [NY-4]; original id: 29376
1402: Nadler, Jerrold [NY-8]; original id: 29377
1403: Velazquez, Nydia M. [NY-12]; original id: 29378
1404: Maloney, Carolyn B. [NY-14]; original id: 29379
1405: Hinchey, Maurice D. [NY-26]; original id: 29380
1406: Quinn, Jack [NY-30]; original id: 29381
1407: Clayton, Eva M. [NC-1]; original id: 29382
1408: Watt, Melvin L. [NC-12]; original id: 29383
1409: Pomeroy, Earl [ND-98]; original id: 29384
1410: Mann, David [OH-1]; original id: 29385
1411: Portman, Rob [OH-2]; original id: 29386
1412: Strickland, Ted [OH-6]; original id: 29387
1413: Hoke, Martin R. [OH-10]; original id: 29388
1414: Brown, Sherrod [OH-13]; original id: 29389
1415: Pryce, Deborah [OH-15]; original id: 29390
1416: Fingerhut, Eric D. [OH-19]; original id: 29391
1417: Istook, Ernest J., Jr. [OK-5]; original id: 29392
1418: Lucas, Frank D. [OK-6]; original id: 29393
1419: Furse, Elizabeth [OR-1]; original id: 29394
1420: Klink, Ron [PA-4]; original id: 29395
1421: Holden, Tim [PA-17]; original id: 29396
1422: Greenwood, James C. [PA-8]; original id: 29397
1423: Margolies-Mezvinsky, Marjorie [PA-13]; original id: 29398
1424: McHale, Paul [PA-15]; original id: 29399
1425: Salmon, Matt [AZ-1]; original id: 29500
1426: Shadegg, John B. [AZ-4]; original id: 29501
1427: Hayworth, J. D. [AZ-6]; original id: 29502
1428: Lofgren, Zoe [CA-16]; original id: 29504
1429: Radanovich, George P. [CA-19]; original id: 29505
1430: Seastrand, Andrea H. [CA-22]; original id: 29506
1431: Bono, Sonny [CA-44]; original id: 29507
1432: Bilbray, Brian P. [CA-49]; original id: 29508
1433: Weldon, Dave [FL-15]; original id: 29509
1434: Foley, Mark [FL-16]; original id: 29510
1435: Barr, Bob [GA-7]; original id: 29511
1436: Chambliss, Saxby [GA-8]; original id: 29512
1437: Norwood, Charlie [GA-10]; original id: 29513
1438: Chenoweth-Hage, Helen [ID-1]; original id: 29514
1439: Flanagan, Michael Patrick [IL-5]; original id: 29515
1440: Weller, Jerry [IL-11]; original id: 29516
1441: LaHood, Ray [IL-18]; original id: 29517
1442: McIntosh, David M. [IN-2]; original id: 29518
1443: Souder, Mark E. [IN-4]; original id: 29519
1444: Hostettler, John N. [IN-8]; original id: 29520
1445: Ganske, Greg [IA-4]; original id: 29521
1446: Latham, Tom [IA-5]; original id: 29522
1447: Brownback, Sam [KS-2]; original id: 29523
1448: Tiahrt, Todd [KS-4]; original id: 29524
1449: Whitfield, Ed [KY-1]; original id: 29525
1450: Ward, Mike [KY-3]; original id: 29526
1451: Longley, James B., Jr. [ME-1]; original id: 29527
1452: Baldacci, John Elias [ME-2]; original id: 29528
1453: Ehrlich, Robert L., Jr. [MD-2]; original id: 29529
1454: Chrysler, Dick [MI-8]; original id: 29530
1455: Rivers, Lynn N. [MI-13]; original id: 29531
1456: Gutknecht, Gil [MN-1]; original id: 29532
1457: Luther, Bill [MN-6]; original id: 29533
1458: Wicker, Roger F. [MS-1]; original id: 29534
1459: McCarthy, Karen [MO-5]; original id: 29535
1460: Christensen, Jon [NE-2]; original id: 29536
1461: Ensign, John E. [NV-1]; original id: 29537
1462: Bass, Charles F. [NH-2]; original id: 29538
1463: LoBiondo, Frank A. [NJ-2]; original id: 29539
1464: Martini, William J. [NJ-8]; original id: 29540
1465: Frelinghuysen, Rodney P. [NJ-11]; original id: 29541
1466: Forbes, Michael P. [NY-1]; original id: 29542
1467: Frisa, Dan [NY-4]; original id: 29543
1468: Kelly, Sue W. [NY-19]; original id: 29544
1469: Funderburk, David [NC-2]; original id: 29545
1470: Jones, Stephanie Tubbs [OH-11]; original id: 29546
1471: Heineman, Frederick K. (Fred) [NC-4]; original id: 29547
1472: Burr, Richard [NC-5]; original id: 29548
1473: Myrick, Sue [NC-9]; original id: 29549
1474: Chabot, Steve [OH-1]; original id: 29550
1475: Cremeans, Frank A. [OH-6]; original id: 29551
1476: Ney, Robert W. [OH-18]; original id: 29552
1477: LaTourette, Steve C. [OH-19]; original id: 29553
1478: Largent, Steve [OK-1]; original id: 29554
1479: Coburn, Tom A. [OK-2]; original id: 29555
1480: Watts, J. C., Jr. [OK-4]; original id: 29556
1481: Cooley, Wes [OR-2]; original id: 29557
1482: Bunn, Jim [OR-5]; original id: 29558
1483: Fattah, Chaka [PA-2]; original id: 29559
1484: Fox, Jon D. [PA-13]; original id: 29560
1485: Doyle, Michael F. [PA-18]; original id: 29561
1486: Mascara, Frank [PA-20]; original id: 29562
1487: English, Phil [PA-21]; original id: 29563
1488: Kennedy, Joseph P., II [MA-8]; original id: 29564
1489: Sanford, Marshall (Mark) [SC-1]; original id: 29565
1490: Graham, Lindsey O. [SC-3]; original id: 29566
1491: Wamp, Zach [TN-3]; original id: 29567
1492: Hilleary, Van [TN-4]; original id: 29568
1493: Bryant, Ed [TN-7]; original id: 29569
1494: Stockman, Steve [TX-9]; original id: 29570
1495: Doggett, Lloyd [TX-10]; original id: 29571
1496: Thornberry, Mac [TX-13]; original id: 29572
1497: Jackson-Lee, Sheila [TX-18]; original id: 29573
1498: Bentsen, Ken [TX-25]; original id: 29574
1499: Waldholtz, Enid Greene [UT-2]; original id: 29575
1500: Davis, Thomas M. [VA-11]; original id: 29576
1501: White, Rick [WA-1]; original id: 29577
1502: Metcalf, Jack [WA-2]; original id: 29578
1503: Smith, Christopher H. [NJ-4]; original id: 29579
1504: Hastings, Doc [WA-4]; original id: 29580
1505: Nethercutt, George R., Jr. [WA-5]; original id: 29581
1506: Tate, Randy [WA-9]; original id: 29582
1507: Neumann, Mark W. [WI-1]; original id: 29583
1508: Cubin, Barbara [WY]; original id: 29584
1509: Jackson, Jesse L., Jr. [IL-2]; original id: 29585
1510: Millender-McDonald, Juanita [CA-37]; original id: 29586
1511: Cummings, Elijah E. [MD-7]; original id: 29587
1512: Blumenauer, Earl [OR-3]; original id: 29588
1513: Riley, Bob [AL-3]; original id: 29700
1514: Aderholt, Robert B. [AL-4]; original id: 29701
1515: Berry, Marion [AR-1]; original id: 29702
1516: Snyder, Vic [AR-2]; original id: 29703
1517: Hutchinson, Asa [AR-3]; original id: 29704
1518: Tauscher, Ellen O. [CA-10]; original id: 29705
1519: Capps, Lois [CA-22]; original id: 29706
1520: Sherman, Brad [CA-24]; original id: 29707
1521: Rogan, James E. [CA-27]; original id: 29708
1522: Sanchez, Loretta [CA-46]; original id: 29709
1523: DeGette, Diana [CO-1]; original id: 29710
1524: Schaffer, Bob [CO-4]; original id: 29711
1525: Maloney, James H. [CT-5]; original id: 29712
1526: Boyd, Allen [FL-2]; original id: 29713
1527: Davis, Jim [FL-11]; original id: 29714
1528: Wexler, Robert [FL-19]; original id: 29715
1529: Blagojevich, Rod R. [IL-5]; original id: 29716
1530: Davis, Danny K. [IL-7]; original id: 29717
1531: Shimkus, John [IL-20]; original id: 29718
1532: Pease, Edward A. [IN-7]; original id: 29719
1533: Carson, Julia [IN-10]; original id: 29720
1534: Boswell, Leonard L. [IA-3]; original id: 29721
1535: Moran, Jerry [KS-1]; original id: 29722
1536: Ryun, Jim [KS-2]; original id: 29723
1537: Snowbarger, Vince [KS-3]; original id: 29724
1538: Northup, Anne [KY-3]; original id: 29725
1539: Cooksey, John [LA-5]; original id: 29726
1540: John, Christopher [LA-7]; original id: 29727
1541: Allen, Thomas H. [ME-1]; original id: 29728
1542: McGovern, James P. [MA-3]; original id: 29729
1543: Tierney, John F. [MA-6]; original id: 29730
1544: Delahunt, William D. [MA-10]; original id: 29731
1545: Stabenow, Debbie [MI-8]; original id: 29732
1546: Kilpatrick, Carolyn C. [MI-15]; original id: 29733
1547: Pickering, Charles W. (Chip) [MS-3]; original id: 29734
1548: Blunt, Roy [MO-7]; original id: 29735
1549: Emerson, Jo Ann [MO-8]; original id: 29736
1550: Hulshof, Kenny C. [MO-9]; original id: 29737
1551: Hill, Baron P. [IN-9]; original id: 29738
1552: Gibbons, Jim [NV-2]; original id: 29739
1553: Sununu, John E. [NH-1]; original id: 29740
1554: Pascrell, Bill, Jr. [NJ-8]; original id: 29741
1555: Rothman, Steve R. [NJ-9]; original id: 29742
1556: Pappas, Michael [NJ-12]; original id: 29743
1557: McCarthy, Carolyn [NY-4]; original id: 29744
1558: Etheridge, Bob [NC-2]; original id: 29745
1559: McIntyre, Mike [NC-7]; original id: 29746
1560: Strickland, Ted [OH-6]; original id: 29747
1561: Kucinich, Dennis J. [OH-10]; original id: 29748
1562: Watkins, Wes [OK-3]; original id: 29749
1563: Hooley, Darlene [OR-5]; original id: 29750
1564: Peterson, Collin C. [MN-7]; original id: 29751
1565: Pitts, Joseph R. [PA-16]; original id: 29752
1566: Weygand, Robert A. [RI-2]; original id: 29753
1567: Thune, John R. [SD]; original id: 29754
1568: Jenkins, William L. [TN-1]; original id: 29755
1569: Ford, Harold E., Jr. [TN-9]; original id: 29756
1570: Sandlin, Max [TX-1]; original id: 29757
1571: Turner, Jim [TX-2]; original id: 29758
1572: Sessions, Pete [TX-32]; original id: 29759
1573: Brady, Kevin [TX-8]; original id: 29760
1574: Lampson, Nick [TX-9]; original id: 29761
1575: Granger, Kay [TX-12]; original id: 29762
1576: Hinojosa, Ruben [TX-15]; original id: 29763
1577: Reyes, Silvestre [TX-16]; original id: 29764
1578: Cook, Merrill [UT-2]; original id: 29765
1579: Cannon, Chris [UT-3]; original id: 29766
1580: Goode, Virgil H., Jr. [VA-5]; original id: 29767
1581: Smith, Adam [WA-9]; original id: 29768
1582: Kind, Ron [WI-3]; original id: 29769
1583: Johnson, Eddie Bernice [TX-30]; original id: 29770
1584: Rodriguez, Ciro [TX-28]; original id: 29771
1585: Redmond, Bill [NM-3]; original id: 29772
1586: Fossella, Vito [NY-13]; original id: 29773
1587: Capps, Walter [CA-22]; original id: 29774
1588: Bono, Sonny [CA-44]; original id: 29775
1589: Meeks, Gregory W. [NY-6]; original id: 29776
1590: Brady, Robert [PA-1]; original id: 29777
1591: Lee, Barbara [CA-9]; original id: 29778
1592: Wilson, Heather [NM-1]; original id: 29779
1593: Thompson, Mike [CA-1]; original id: 29901
1594: Ose, Doug [CA-3]; original id: 29902
1595: Napolitano, Grace F. [CA-34]; original id: 29903
1596: Kuykendall, Steven T. [CA-36]; original id: 29904
1597: Miller, Gary G. [CA-41]; original id: 29905
1598: Udall, Mark [CO-2]; original id: 29906
1599: Tancredo, Thomas G. [CO-6]; original id: 29907
1600: Larson, John B. [CT-1]; original id: 29908
1601: Isakson, Johnny [GA-6]; original id: 29909
1602: Simpson, Michael K. [ID-2]; original id: 29910
1603: Schakowsky, Janice D. [IL-9]; original id: 29911
1604: Biggert, Judy [IL-13]; original id: 29912
1605: Phelps, David D. [IL-19]; original id: 29913
1606: Hill, Baron P. [IN-9]; original id: 29914
1607: Moore, Dennis [KS-3]; original id: 29915
1608: Lucas, Ken [KY-4]; original id: 29916
1609: Fletcher, Ernie [KY-6]; original id: 29917
1610: Vitter, David [LA-1]; original id: 29918
1611: Capuano, Michael E. [MA-8]; original id: 29919
1612: Shows, Ronnie [MS-4]; original id: 29920
1613: Terry, Lee [NE-2]; original id: 29921
1614: Berkley, Shelley [NV-1]; original id: 29922
1615: Holt, Rush D. [NJ-12]; original id: 29923
1616: Udall, Tom [NM-3]; original id: 29924
1617: Crowley, Joseph [NY-7]; original id: 29925
1618: Weiner, Anthony D. [NY-9]; original id: 29926
1619: Sweeney, John E. [NY-22]; original id: 29927
1620: Reynolds, Thomas M. [NY-27]; original id: 29928
1621: Hayes, Robin [NC-8]; original id: 29929
1622: Jones, Stephanie Tubbs [OH-11]; original id: 29930
1623: Wu, David [OR-1]; original id: 29931
1624: Walden, Greg [OR-2]; original id: 29932
1625: Sherwood, Don [PA-10]; original id: 29933
1626: Hoeffel, Joseph M. [PA-13]; original id: 29934
1627: Toomey, Patrick J. [PA-15]; original id: 29935
1628: DeMint, Jim [SC-4]; original id: 29936
1629: Inslee, Jay [WA-1]; original id: 29937
1630: Baird, Brian [WA-3]; original id: 29938
1631: Ryan, Paul [WI-1]; original id: 29939
1632: Baldwin, Tammy [WI-2]; original id: 29940
1633: Green, Gene [TX-29]; original id: 29941
1634: Baca, Joe [CA-42]; original id: 29942
1635: Gonzalez, Charles A. [TX-20]; original id: 29943
1636: Meek, Kendrick B. [FL-17]; original id: 29999
1637: Inglis, Bob [SC-4]; original id: 39300
1638: Clyburn, James E. [SC-6]; original id: 39301
1639: Bonilla, Henry [TX-23]; original id: 39302
1640: Tejeda, Frank [TX-28]; original id: 39303
1641: Green, Gene [TX-29]; original id: 39304
1642: Johnson, Eddie Bernice [TX-30]; original id: 39305
1643: Shepherd, Karen [UT-2]; original id: 39306
1644: Scott, Robert C. [VA-3]; original id: 39307
1645: Goodlatte, Bob [VA-6]; original id: 39308
1646: Byrne, Leslie L. [VA-11]; original id: 39309
1647: Cantwell, Maria [WA-1]; original id: 39310
1648: Inslee, Jay [WA-4]; original id: 39311
1649: Dunn, Jennifer [WA-8]; original id: 39312
1650: Kreidler, Mike [WA-9]; original id: 39313
1651: Barca, Peter [WI-1]; original id: 39314
1652: Barrett, Thomas M. [WI-5]; original id: 39315
1653: McHugh, John M. [NY-24]; original id: 39316
1654: Scarborough, Joe [FL-1]; original id: 39508
1655: Carper, Thomas R. [DE]; original id: 40100
1656: Dayton, Mark [MN]; original id: 40101
1657: Carnahan, Jean [MO]; original id: 40102
1658: Nelson, E. Benjamin [NE]; original id: 40103
1659: Corzine, Jon [NJ]; original id: 40104
1660: Clinton, Hillary Rodham [NY]; original id: 40105
1661: Barkley, Dean M. [MN]; original id: 40106
1662: Murkowski, Lisa [AK]; original id: 40300
1663: Pryor, Mark Lunsford [AR]; original id: 40301
1664: Coleman, Norm [MN]; original id: 40302
1665: Dole, Elizabeth H. [NC]; original id: 40303
1666: Alexander, Lamar [TN]; original id: 40304
1667: Cornyn, John [TX]; original id: 40305
1668: Seymour, John [CA]; original id: 49100
1669: Wellstone, Paul D. [MN]; original id: 49101
1670: Burdick, Quentin N. [ND]; original id: 49103
1671: Wofford, Harris [PA]; original id: 49104
1672: Feinstein, Dianne [CA]; original id: 49300
1673: Coverdell, Paul [GA]; original id: 49301
1674: Kempthorne, Dirk [ID]; original id: 49302
1675: Moseley-Braun, Carol [IL]; original id: 49303
1676: Faircloth, Lauch [NC]; original id: 49304
1677: Mathews, Harlan [TN]; original id: 49305
1678: Hutchison, Kay Bailey [TX]; original id: 49306
1679: Bennett, Robert F. [UT]; original id: 49307
1680: Murray, Patty [WA]; original id: 49308
1681: Feingold, Russell D. [WI]; original id: 49309
1682: Abraham, Spencer [MI]; original id: 49500
1683: Ashcroft, John [MO]; original id: 49501
1684: Frist, Bill [TN]; original id: 49502
1685: Thompson, Fred [TN]; original id: 49503
1686: Frahm, Sheila [KS]; original id: 49504
1687: Sessions, Jeff [AL]; original id: 49700
1688: Cleland, Max [GA]; original id: 49701
1689: Landrieu, Mary [LA]; original id: 49702
1690: Collins, Susan M. [ME]; original id: 49703
1691: Hagel, Chuck [NE]; original id: 49704
1692: Smith, Gordon [OR]; original id: 49705
1693: Enzi, Michael B. [WY]; original id: 49706
1694: Fitzgerald, Peter [IL]; original id: 49900
1695: Bayh, Evan [IN]; original id: 49901
1696: Edwards, John [NC]; original id: 49902
1697: Voinovich, George V. [OH]; original id: 49903
1698: Miller, Zell [GA]; original id: 49904
1699: Chafee, Lincoln D. [RI]; original id: 49905
1700: Goode, Virgil H., Jr. [VA-5]; original id: 89767
1701: REID; original id: 90618
1702: RIEGLE; original id: 91043
1703: PEYSER; original id: 93033
1704: Jeffords, James M. [VT]; original id: 94240
1705: IRELAND; original id: 94428
1706: STUMP; original id: 94454
1707: ATKINSON; original id: 94602
1708: GRAMM; original id: 94628
1709: Shelby, Richard C. [AL]; original id: 94659
1710: Tauzin, W. J. (Billy) [LA-3]; original id: 94679
1711: JARMAN; original id: 94891
1712: Jones, Ben [GA-4]; original id: 95120
1713: Robinson, Tommy F. [AR-2]; original id: 95122
1714: Campbell, Ben Nighthorse [CO]; original id: 95407
1715: GRANT; original id: 95415
1716: Parker, Mike [MS-4]; original id: 95617
1717: Deal, Nathan [GA-10]; original id: 99342
